epoch,loss,loss_data,loss_res,loss_test,loss_reg
0,1.2143208295577947,0.9127083546754508,2.203690764152136e-09,0.8865090631240803,0.30161247267865315
100,0.40808089884550514,0.15954534025813694,0.0001341825539617843,0.16142790919731037,0.24840137603340642
200,0.38430845578033435,0.15673648057110917,5.358820292429909e-05,0.15987897883104923,0.22751838700630084
300,0.2978540285146242,0.09334489979596244,0.0013826908898320245,0.0943301839251867,0.20312643782882978
400,0.2745217927583533,0.09039028020570941,0.0013159914878388532,0.0925035352508091,0.18281552106480503
500,0.2548635817263658,0.08941393712750136,0.0013551261838166077,0.09186800713610936,0.16409451841504782
600,0.23717884728127045,0.08861628412266989,0.0014634442177247126,0.09164858927003311,0.14709911894087585
700,0.18277177067502146,0.04209352725219274,0.00861540300302345,0.047222867288628,0.13206284041980526
800,0.13519814856324597,0.009979902931072303,0.004847849300923445,0.012830261966614846,0.12037039633125023
900,0.11942501135525065,0.0063445514242202895,0.0033790964579868995,0.0085759042697598,0.10970136347304346
1000,0.10807020871593571,0.004978923938341638,0.002733332701742391,0.007019493423993646,0.10035795207585169
1100,0.09782915933353535,0.0035560302148456195,0.0022013257911007913,0.0051457635926835344,0.09207180332758894
1200,0.08908601413238165,0.002771087686893674,0.0016193447673172596,0.004256240997510671,0.08469558167817072
1300,0.08178174891300985,0.0022569536538961355,0.0015008130980718203,0.0035016111662662004,0.0780239821610419
1400,0.07502256558634059,0.0017346973183260679,0.0012577028296624213,0.0029747526815389453,0.0720301654383521
1500,0.06951680069491155,0.001696566469484344,0.0012266069892571108,0.00293392122227548,0.0665936272361701
1600,0.06535594675575937,0.002196936399920971,0.0015160308957365468,0.0033924902896312003,0.06164297946010185
1700,0.059321459789732925,0.001222029025730868,0.0009660820440348533,0.0028132652050685183,0.057133348719967204
1800,0.0554749919034153,0.0013991310631788077,0.0010662486058745032,0.002677594378058856,0.05300961223436199
1900,0.051540991512395114,0.0013586122529156627,0.0009418599728825091,0.002903160769954378,0.049240519286596944
2000,0.04802571348055398,0.001343415788283224,0.0009144449565665926,0.0027400743073355215,0.04576785273570417
2100,0.04423920934138342,0.0008800105105687524,0.0007732523814577243,0.002270031708963494,0.04258594644935695
2200,0.04204450954616854,0.0014068577036720792,0.000994691065700172,0.0028312708312138845,0.03964296077679629
2300,0.0388612293046875,0.0010232600719995593,0.000899486764426825,0.00230844581368645,0.03693848246826112
2400,0.03575278769912182,0.0007146824935917778,0.0006193721953029767,0.002134039807710469,0.03441873301022706
2500,0.03342884244495536,0.0007216484022572843,0.0006082105750243379,0.002006036759743804,0.03209898346767374
2600,0.031155458230621068,0.0006358787784441597,0.0005718206058876683,0.0017861555810505217,0.02994775884628924
2700,0.029643266029303228,0.0009851970583447036,0.0007141552731303379,0.0019193909847563238,0.02794391369782819
2800,0.027126384677086803,0.0005495486831586155,0.00048374721197095953,0.0015149878895430173,0.02609308878195723
2900,0.02540475642516284,0.0005389543152077552,0.0004859632679364593,0.0015215931589034632,0.024379838842018626
3000,0.024560703445141503,0.001087310141316805,0.000691716935522425,0.0019008601864928276,0.022781676368302275
3100,0.022424294689069046,0.0006158159240510102,0.0005139582809461543,0.0014267263217036031,0.02129452048407188
3200,0.020854196750937384,0.0004989476348652419,0.00044178598681035363,0.0014562351431633203,0.019913463129261788
3300,0.019715674312635156,0.00062350884207835,0.0004689519340263465,0.0014122902723019705,0.01862321353653046
3400,0.018560732172399834,0.0006798926396510363,0.0004552533427887111,0.0015765312583211689,0.017425586189960086
3500,0.017348079961397977,0.0005846761145012363,0.00045859010727891214,0.0013426952241363367,0.01630481373961783
3600,0.017255665422074008,0.0013100734035983946,0.0006808282048779396,0.0021241117321601595,0.015264763813597674
3700,0.015537003332722,0.0007423280108785227,0.0005069483957058303,0.0017849605764164386,0.014287726926137646
3800,0.014994635266572692,0.001025857710267781,0.0005865651559900332,0.0017377647547817548,0.013382212400314878
3900,0.015860105591046027,0.0022502599985808106,0.0010742895505050697,0.0031189118255970437,0.012535556041960147
4000,0.01230634197123028,0.00027932302004009474,0.00027873475882888215,0.001141123439321033,0.011748284192361303
