epoch,loss,loss_data,loss_res,loss_test,loss_reg
0,18.856774793284735,2.3098060595243353,16.530373044304447,2.185287590483719,0.016595689455954646
100,0.14480333084753527,0.08016156301167672,0.04708159975605158,0.11321180780753302,0.017560168079806985
200,0.054456526792936985,0.021269918891429804,0.015622947019951766,0.0371294260240309,0.017563660881555417
300,0.038246427094713265,0.012275362135764883,0.008470657191615973,0.023239279471399338,0.017500407767332412
400,0.031584736656127696,0.008680001872014308,0.005494757146148244,0.01773699179686534,0.017409977637965146
500,0.028061904120994973,0.006724219439458021,0.004037387737936723,0.014906623306769569,0.01730029694360023
600,0.025813934889214584,0.0054667959907079375,0.003172939558384551,0.01314341512068404,0.017174199340122095
700,0.0241826555874167,0.004557209059916096,0.002592856641065875,0.011908341591234696,0.01703258988643473
800,0.022923264147656393,0.0038639310744817373,0.002182748567681352,0.010989756516571601,0.016876584505493303
900,0.021910944545963047,0.0033270694800074667,0.0018771236045823753,0.010281575963681648,0.016706751461373206
1000,0.02106823786363059,0.002906437897824051,0.0016338890054295912,0.009728826444432548,0.016527910960376948
1100,0.020338132607118007,0.0025709647550248094,0.001432235034342614,0.00927694589751568,0.016334932817750582
1200,0.019727036818427083,0.002313913521085338,0.0012838653909137444,0.008912298862099394,0.016129257906428
1300,0.019093805191456977,0.0020674599651141884,0.0011123262509628376,0.008550977387629855,0.015914018975379952
1400,0.018549493701803907,0.0018744730343120935,0.0009865866768871286,0.008256123635124254,0.015688433990604683
1500,0.018052914714189947,0.001714582879967713,0.0008859600936711513,0.008008831921772293,0.015452371740551083
1600,0.017616799677089356,0.0015914260030274966,0.0008206077134819491,0.007775076053743652,0.015204765960579911
1700,0.017100345388160684,0.0014466144744069347,0.0007105130849145445,0.007559000770506426,0.014943217828839204
1800,0.016652188368261135,0.0013380527495954083,0.0006420726990373275,0.007369411005332521,0.0146720629196284
1900,0.016224558186454248,0.0012456724314132506,0.0005909330990080792,0.007206885507833669,0.014387952656032918
2000,0.01585464475245649,0.001180570868604915,0.0005839889814611625,0.007129903739021488,0.014090084902390412
2100,0.015521558331547869,0.0011280243351759274,0.0006176859533607773,0.007061761150917258,0.013775848043011164
2200,0.014892966463640411,0.0009960955434178346,0.0004444822739082722,0.006877209385766247,0.013452388646314305
2300,0.014455638102807169,0.0009295580695664439,0.0004085802705023164,0.006788258926675499,0.013117499762738408
2400,0.0140238650946756,0.0008709809115598719,0.000380869393585646,0.006713215822453943,0.012772014789530084
2500,0.013576722709771283,0.0008150956933199147,0.0003479260129249526,0.006600135805533006,0.012413701003526416
2600,0.013987855051764522,0.0010003527266553487,0.000939920929936837,0.006891084933018229,0.012047581395172336
2700,0.012790116604237173,0.0007563339472651086,0.0003590612385729171,0.006422381321106983,0.011674721418399148
2800,0.01242669886339974,0.0007318857727086601,0.0004069543104599172,0.0063604387120518606,0.011287858780231162
2900,0.011829806556128308,0.0006553282654641524,0.000280359613837646,0.006264949540038289,0.01089411867682651
3000,0.01146130176982535,0.0006490841267158928,0.00031541551048633266,0.006226261402105288,0.010496802132623124
3100,0.01289508382147124,0.0011373966237007203,0.0016670514971509386,0.006719637514217797,0.010090635700619582
3200,0.01050822960357633,0.0005705397362205861,0.0002514532402171452,0.006047555615643936,0.009686236627138599
3300,0.010238140577539587,0.0005867404338654945,0.0003756558922172245,0.005990010559081394,0.009275744251456868
3400,0.010236609967994413,0.0006538895290457563,0.0007163974583871762,0.005995458569816355,0.00886632298056148
3500,0.011085707028079088,0.0011190499915479822,0.001505226132933553,0.006944486817596759,0.008461430903597553
3600,0.008732358454972453,0.0004686519574531386,0.00020196877868288235,0.005917210999813464,0.008061737718836432
3700,0.008924267772621394,0.000625701478669193,0.0006300276273412823,0.006305593544044177,0.007668538666610919
3800,0.007845092736581044,0.0004224045167398041,0.00014623193054328382,0.005785096178263259,0.007276456289297956
3900,0.007874789044846403,0.0005228061491218641,0.0004516625176586647,0.005842816243250818,0.006900320378065874
4000,0.007257686671622375,0.0004373981458801487,0.00029192891818544776,0.005903859894089469,0.006528359607556778
